IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"52.88.34.128","*.sunfirematrix.com","","","","","*.sunfirematrix.com","","false"
"52.88.34.138","*.seismic-ccms.ixiasoft.net","","","","","*.seismic-ccms.ixiasoft.net|seismic-ccms.ixiasoft.net","","false"
"52.88.34.152","www.example.com","Bitnami","","","","","","true"
"52.88.34.148","shield-spec.com","Okta, Inc.","US","San Francisco","California","","","true"
"52.88.34.156","demo.etalondiagnostics.com","","","","","demo.etalondiagnostics.com|*.demo.etalondiagnostics.com","","false"
"52.88.34.162","my.opswat.com","","","","","my.opswat.com|*.my.opswat.com","","false"
"52.88.34.165","*.permittrax.com","","","","","*.permittrax.com|permittrax.com","","false"
"52.88.34.170","*.devops.amplify.com","","","","","*.devops.amplify.com","","false"
"52.88.34.176","frickn-apples3.filevinedev.com","","","","","frickn-apples3.filevinedev.com|*.filv.in|*.filevinedev.com","","false"
"52.88.34.178","*.telesisbio.com","Telesis Bio Inc","US","San Diego","California","*.telesisbio.com|telesisbio.com","","false"
"52.88.34.181","emotive.biometrica.com","","","","","emotive.biometrica.com","","false"
"52.88.34.192","52.88.34.192","","","","","","52.88.34.192","false"
"52.88.34.193","*.aeries.site","","","","","*.aeries.site","","false"
"52.88.34.203","*.hub.bright.md","","","","","*.hub.bright.md","","false"
"52.88.34.204","managecasa.com","","","","","managecasa.com|*.managecasa.com","","false"
"52.88.34.208","dce3793146fef017.mediapackage.us-west-2.amazonaws.com","","","","","dce3793146fef017.mediapackage.us-west-2.amazonaws.com","","false"
"52.88.34.211","portal.us-shard-b.filevineapp.com","","","","","portal.us-shard-b.filevineapp.com|*.portal.filevineapp.com","","false"
"52.88.34.212","staging.atriumhq.com","","","","","staging.atriumhq.com|*.staging.atriumhq.com","","false"
"52.88.34.213","*.realcontact.com","","","","","*.realcontact.com","","false"
"52.88.34.214","*.us-west-2.es.amazonaws.com","","","","","*.us-west-2.es.amazonaws.com|*.cell-02.us-west-2.es.amazonaws.com","","false"
"52.88.34.218","*.3usjngepjieic.us-west-2.cs.amazonlightsail.com","","","","","*.3usjngepjieic.us-west-2.cs.amazonlightsail.com","","false"
"52.88.34.223","israelbiblecenter.com","","","","","israelbiblecenter.com|*.israelbiblecenter.com","","false"
"52.88.34.231","medigencehealth.io","","","","","medigencehealth.io|*.medigencehealth.io|*.qa.medigencehealth.io|*.dev.medigencehealth.io","","false"
"52.88.34.239","*.mq.us-west-2.amazonaws.com","","","","","*.mq.us-west-2.amazonaws.com","","false"
"52.88.34.243","oliviang.com","","","","","oliviang.com|www.oliviang.com","","false"
"52.88.34.245","*.teachermeeting.com","","","","","*.teachermeeting.com|*.k12.events","","false"
"52.88.34.246","*.dev.execonline.com","","","","","*.dev.execonline.com","","false"
"52.88.34.252","admin-coquimbo.meetcard.dev","","","","","admin-coquimbo.meetcard.dev","","false"
"52.88.34.255","*.ssp-prod-pae.ssp.sonicwall.com","","","","","*.ssp-prod-pae.ssp.sonicwall.com","","false"
"52.88.35.5","staging.skillmore.cloud","","","","","staging.skillmore.cloud|www.staging.skillmore.cloud","","false"
"52.88.35.2","payroll-point.com","","","","","tst.calculators.symmetry.com|staging.ste.symmetry.com|tst.ws.symmetry.com|tst.lcs2.symmetry.com|payroll-point.com|www.payroll-point.com|ste.symmetry.com|sftp.symmetry.com|tst.admin.symmetry.com|tst.payroll-point.com|lcs2.symmetry.com|prp.symmetry.com|tst.ste.symmetry.com|ws.symmetry.com|tst.prp.symmetry.com","","false"
"52.88.35.8","www.api.trykarat.com","","","","","www.api.trykarat.com|app.trykarat.com|www.app.trykarat.com|www.admin.trykarat.com|admin.trykarat.com|api.trykarat.com","","false"
"52.88.35.1","*.wowza.arlo.com","Arlo Technologies, Inc.","US","Milpitas","California","*.wowza.arlo.com|wowza.arlo.com","","false"
"52.88.35.10","*.us-west-2.es.amazonaws.com","","","","","*.us-west-2.es.amazonaws.com|*.cell-02.us-west-2.es.amazonaws.com","","false"
"52.88.35.13","*.devops.amgen.com","Amgen Inc.","US","","California","*.devops.amgen.com|devops.amgen.com","","false"
"52.88.35.22","*.apixio.com","","","","","*.apixio.com","","false"
"52.88.35.26","*.us-west-2.es.amazonaws.com","","","","","*.us-west-2.es.amazonaws.com|*.cell-02.us-west-2.es.amazonaws.com","","false"
"52.88.35.29","fs.api.dev.sybill.ai","","","","","fs.api.dev.sybill.ai","","false"
"52.88.35.31","firewalla.encipher.io","","","","","firewalla.encipher.io","","false"
"52.88.35.32","*.bigeye.com","","","","","*.bigeye.com|bigeye.com","","false"
"52.88.35.48","bmmikkel.developer.mediatailor.aws.a2z.com","","","","","bmmikkel.developer.mediatailor.aws.a2z.com|*.bmmikkel.developer.mediatailor.aws.a2z.com","","false"
