IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"3.218.215.52","*.va2.us-east-1.aws.snowflakecomputing.com","Snowflake Inc.","US","Bozeman","Montana","*.va2.us-east-1.aws.snowflakecomputing.com|*.global.snowflakecomputing.com|*.ingest.iadauc.snowflakecomputing.com|*.opencatalog.iadauc.snowflakecomputing.com|*.openflow.iadauc.snowflakecomputing.com|*.snowflakecomputing.com|*.snowpark.iadauc.snowflakecomputing.com|*.telemetry.iadauc.snowflakecomputing.com|*.us-east-1.aws.snowflakecomputing.com|*.us-east-1.snowflakecomputing.com|*.va2.snowflake.app|*.va2.us-east-1.snowflakecomputing.com|global.snowflakecomputing.com|ingest.iadauc.snowflakecomputing.com|opencatalog.iadauc.snowflakecomputing.com|openflow.iadauc.snowflakecomputing.com|snowflakecomputing.com|snowpark.iadauc.snowflakecomputing.com|telemetry.iadauc.snowflakecomputing.com|us-east-1.aws.snowflakecomputing.com|us-east-1.snowflakecomputing.com|va2.snowflake.app|va2.us-east-1.aws.snowflakecomputing.com|va2.us-east-1.snowflakecomputing.com","","false"
"3.218.215.58","*.advicelocal.com","","","","","*.advicelocal.com|*.adviceinteractivegroup.com|*.adviceinteractive.com|*.lssdev.com|adviceinteractivegroup.com|advicelocal.com","","false"
"3.218.215.66","n8n.rooftop.com.br","","","","","n8n.rooftop.com.br","","false"
"3.218.215.70","*.ehe.health","","","","","*.ehe.health|*.eheconnect.com|*.myehe.health|*.my.ehe.health|myehe.health|ehe.health|eheconnect.com","","false"
"3.218.215.72","welcome.ft.nest.com","","","","","welcome.ft.nest.com","","false"
"3.218.215.79","*.c55.us-east-1.airflow.amazonaws.com","","","","","*.c55.us-east-1.airflow.amazonaws.com","","false"
"3.218.215.80","*.6nduaca785a0i.us-east-1.cs.amazonlightsail.com","","","","","*.6nduaca785a0i.us-east-1.cs.amazonlightsail.com","","false"
"3.218.215.83","*.portfoliodesigner.com","","","","","*.portfoliodesigner.com","","false"
"3.218.215.87","smarters.io","","","","","smarters.io|*.smarters.io","","false"
"3.218.215.88","pdl.prod.portal.onscale.com","","","","","pdl.prod.portal.onscale.com","","false"
"3.218.215.91","*.iot.us-east-1.amazonaws.com","","","","","iot.us-east-1.amazonaws.com|*.iot.us-east-1.amazonaws.com","","false"
"3.218.215.94","question-extractor.chq.dev","","","","","question-extractor.chq.dev","","false"
"3.218.215.103","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com|*.cell-01.us-east-1.es.amazonaws.com","","false"
"3.218.215.105","*.ewaycorphosting.com","","","","","*.ewaycorphosting.com|ewaycorphosting.com","","false"
"3.218.215.107","*.ephesoft.cloud","Tungsten Automation Corporation","US","","California","*.ephesoft.cloud","","false"
"3.218.215.118","*.tiny-ops.net","","","","","*.tiny-ops.net","","false"
"3.218.215.131","*.jacto.com","","","","","*.jacto.com|jacto.com","","false"
"3.218.215.133","destinationguideguestsidesite-production.us-east-1.lb.cvent.com","","","","","destinationguideguestsidesite-production.us-east-1.lb.cvent.com|destination-guide-guestside-site-service-production.us-east-1.lb.cvent.com|destination-guide-guestside-site-service.us-east-1.private.cvent-production.cvent.cloud|destination-guide-guestside-site-service-production.us-east-1.lb.core.cvent.org|destination-guide-guestside-site-service-prod.us-east-1.lb.cvent.com|destination-guide-guestside-site-service-prod.us-east-1.lb.core.cvent.org|destination-guide-guestside-site-service.us-east-1.cvent-production.cvent.cloud|destination-guide-guestside-site-service.cvent-production.cvent.cloud","","false"
"3.218.215.142","*.illuminateapp.com","","","","","*.illuminateapp.com|illuminateapp.com","","false"
"3.218.215.146","*.web-server-9s4e1op2.preflig.ht","","","","","*.web-server-9s4e1op2.preflig.ht|web-server-9s4e1op2.preflig.ht","","false"
